customer_id,preferred_network_gen,data_unlimited_required,voice_unlimited_required,sms_unlimited_required,ott_preference,preferred_carrier_type,contract_discount_ok,current_plan_satisfaction,min_throttle_speed_mbps
CUS000058,무관,False,False,False,넷플릭스,MVNO,False,4,5
CUS000059,무관,False,False,True,넷플릭스,MVNO,False,5,1
CUS000060,무관,False,False,True,디즈니플러스,MVNO,False,1,5
CUS000061,무관,False,False,False,디즈니플러스,MNO,True,3,1
CUS000062,무관,False,False,False,디즈니플러스,MVNO,True,5,5
CUS000063,LTE,False,False,False,디즈니플러스,MVNO,False,4,5
CUS000064,무관,False,True,False,디즈니플러스,MNO,False,4,10
CUS000065,5G,False,False,True,넷플릭스,MNO,True,3,10
CUS000066,5G,False,False,False,디즈니플러스,MNO,True,1,5
CUS000067,LTE,False,False,True,디즈니플러스,MNO,True,3,2
CUS000068,무관,False,False,False,없음,MNO,True,4,5
CUS000069,5G,True,False,False,디즈니플러스,MNO,True,4,10
CUS000070,5G,False,False,False,디즈니플러스,MNO,True,5,2
CUS000071,무관,False,False,False,없음,MNO,True,4,2
CUS000072,5G,False,False,True,없음,MNO,True,5,1
CUS000073,무관,False,False,False,없음,MVNO,False,4,2
CUS000074,무관,False,False,False,디즈니플러스,MNO,True,3,5
CUS000075,5G,False,False,False,디즈니플러스,MNO,False,4,5
CUS000076,무관,True,False,True,디즈니플러스,MVNO,False,4,1
CUS000077,LTE,False,False,False,디즈니플러스,MVNO,False,5,5
CUS000078,LTE,False,False,True,없음,MNO,True,5,5
CUS000079,무관,False,True,False,디즈니플러스,MNO,True,3,1
CUS000080,5G,False,False,False,없음,MNO,False,5,2
CUS000081,5G,False,False,False,없음,MNO,False,4,2
CUS000082,무관,False,False,False,없음,MNO,True,4,5
CUS000083,무관,False,False,False,없음,MNO,True,3,2
CUS000084,LTE,False,False,True,없음,MNO,True,4,5
CUS000085,5G,True,False,False,없음,MNO,True,5,10
CUS000086,5G,False,False,False,넷플릭스,MNO,False,4,10
CUS000087,LTE,False,False,False,없음,MNO,True,2,1
CUS000088,5G,False,False,False,없음,MNO,True,3,1
CUS000089,5G,False,False,True,없음,MVNO,False,5,5
CUS000090,무관,False,False,True,디즈니플러스,MNO,True,4,1
CUS000091,5G,False,False,True,없음,MNO,True,4,1
CUS000092,LTE,False,False,True,없음,MNO,True,4,10
CUS000093,5G,False,False,True,없음,MVNO,False,5,10
CUS000094,5G,False,False,False,없음,MNO,True,5,2
CUS000095,LTE,False,False,True,없음,MNO,True,5,2
CUS000096,5G,False,False,False,디즈니플러스,MNO,True,2,1
CUS000097,5G,False,False,False,없음,MNO,False,5,5
CUS000098,5G,False,False,False,디즈니플러스,MNO,False,5,2
CUS000099,무관,False,False,False,없음,MNO,False,5,1
CUS000100,무관,False,False,False,없음,MNO,True,5,10
CUS000101,5G,False,False,False,디즈니플러스,MVNO,True,4,2
CUS000102,5G,False,False,False,넷플릭스,MVNO,True,4,2
CUS000103,LTE,False,False,False,없음,MNO,True,5,2
CUS000104,5G,False,False,False,디즈니플러스,MNO,True,2,2
CUS000105,LTE,False,False,True,없음,MNO,False,3,1
CUS000106,5G,False,False,True,디즈니플러스,MNO,True,2,1
CUS000107,무관,False,False,False,디즈니플러스,MNO,True,1,10
CUS000108,무관,False,False,False,없음,MNO,True,4,2
CUS000109,5G,False,False,False,없음,MVNO,True,2,2
CUS000110,LTE,False,False,True,넷플릭스,MNO,True,2,5
CUS000111,무관,True,False,False,없음,MVNO,True,2,5
CUS000112,무관,False,False,False,디즈니플러스,MNO,True,4,5
CUS000113,5G,False,False,False,디즈니플러스,MNO,True,2,10
CUS000114,5G,False,True,False,디즈니플러스,MNO,True,4,10
CUS000115,LTE,True,True,False,넷플릭스,MVNO,False,3,10
CUS000116,무관,False,False,False,없음,MNO,False,2,5
CUS000117,LTE,False,False,False,디즈니플러스,MNO,True,3,10
CUS000118,무관,False,False,False,없음,MNO,True,5,5
CUS000119,5G,False,False,True,없음,MNO,True,4,5
CUS000120,LTE,False,False,False,없음,MVNO,True,1,5
CUS000121,무관,True,False,True,디즈니플러스,MNO,True,1,5
CUS000122,5G,False,False,False,없음,MVNO,True,3,5
CUS000123,LTE,False,False,False,없음,MNO,False,2,10
CUS000124,LTE,False,False,False,디즈니플러스,MNO,True,5,10
CUS000125,LTE,False,False,True,없음,MNO,True,3,10
CUS000126,5G,False,False,False,디즈니플러스,MNO,True,5,10
CUS000127,LTE,False,False,True,없음,MNO,True,4,10
CUS000128,5G,False,False,True,없음,MVNO,False,1,10
CUS000129,5G,False,False,False,넷플릭스,MNO,True,4,2
CUS000130,무관,False,False,True,없음,MNO,False,2,1
CUS000131,LTE,True,False,False,없음,MNO,True,4,5
CUS000132,5G,False,True,True,디즈니플러스,MNO,True,5,2
CUS000133,5G,False,False,False,디즈니플러스,MNO,False,3,10
CUS000134,LTE,False,False,False,없음,MVNO,True,4,10
CUS000135,LTE,False,False,False,없음,MVNO,True,1,1
CUS000136,5G,True,False,True,넷플릭스,MNO,True,5,2
CUS000137,무관,False,False,False,디즈니플러스,MVNO,False,5,10
CUS000138,LTE,False,False,False,디즈니플러스,MVNO,True,3,5
CUS000139,LTE,False,False,False,없음,MNO,True,3,10
CUS000140,LTE,False,False,False,넷플릭스,MNO,True,3,2
CUS000141,무관,False,False,False,없음,MVNO,False,2,10
CUS000142,5G,True,False,False,없음,MVNO,True,4,5
CUS000143,5G,False,False,False,디즈니플러스,MNO,True,5,10
CUS000144,무관,False,False,True,디즈니플러스,MNO,True,2,2
CUS000145,LTE,True,False,False,없음,MNO,True,4,2
CUS000146,무관,False,False,False,없음,MNO,False,3,5
CUS000147,LTE,False,True,False,디즈니플러스,MVNO,True,4,1
CUS000148,5G,False,False,False,넷플릭스,MVNO,True,5,5
CUS000149,무관,False,False,True,없음,MVNO,True,5,1
CUS000150,무관,False,False,False,넷플릭스,MNO,True,2,2
CUS000151,LTE,False,False,False,넷플릭스,MVNO,True,4,5
CUS000152,5G,False,False,False,넷플릭스,MVNO,True,4,10
CUS000153,5G,False,False,False,넷플릭스,MNO,True,3,5
CUS000154,5G,False,False,False,넷플릭스,MVNO,True,4,2
CUS000155,LTE,False,False,False,없음,MNO,True,3,2
CUS000156,5G,False,False,False,넷플릭스,MVNO,True,1,2
CUS000157,무관,True,True,False,없음,MVNO,True,2,2
CUS000158,LTE,False,False,False,넷플릭스,MVNO,True,2,10
CUS000159,LTE,False,True,False,없음,MNO,True,2,2
CUS000160,5G,False,False,False,없음,MNO,True,2,2
CUS000161,무관,False,False,True,디즈니플러스,MNO,True,4,5
CUS000162,5G,False,False,True,넷플릭스,MVNO,False,4,10
CUS000163,5G,False,False,False,디즈니플러스,MNO,True,2,10
CUS000164,무관,False,False,False,없음,MVNO,True,1,2
CUS000165,5G,True,True,False,넷플릭스,MNO,True,1,1
CUS000166,5G,True,False,False,없음,MNO,True,4,1
CUS000167,무관,False,False,False,디즈니플러스,MNO,True,2,2
CUS000168,무관,True,False,False,넷플릭스,MNO,True,4,1
CUS000169,5G,False,False,False,넷플릭스,MVNO,True,4,2
CUS000170,무관,False,False,True,디즈니플러스,MNO,True,4,5
CUS000171,5G,False,False,True,넷플릭스,MVNO,True,3,10
CUS000172,5G,True,False,False,없음,MNO,True,5,10
CUS000173,5G,False,False,True,디즈니플러스,MNO,True,4,5
CUS000174,5G,False,False,False,넷플릭스,MVNO,False,5,10
CUS000175,LTE,False,False,False,넷플릭스,MNO,True,5,10
CUS000176,LTE,False,False,True,없음,MVNO,True,1,10
CUS000177,무관,True,False,False,없음,MVNO,True,3,2
CUS000178,LTE,False,True,False,디즈니플러스,MNO,False,5,10
CUS000179,LTE,True,False,False,넷플릭스,MNO,False,4,10
CUS000180,5G,False,False,False,넷플릭스,MVNO,True,3,2
CUS000181,5G,False,False,True,없음,MVNO,False,3,1
CUS000182,LTE,False,False,False,없음,MNO,True,3,1
CUS000183,무관,False,False,False,없음,MNO,True,3,10
CUS000184,LTE,False,False,True,없음,MVNO,True,3,10
CUS000185,LTE,False,False,False,없음,MNO,True,4,2
CUS000186,LTE,False,True,True,넷플릭스,MNO,True,5,10
CUS000187,5G,False,False,False,넷플릭스,MVNO,True,2,1
CUS000188,무관,False,False,True,디즈니플러스,MNO,True,4,5
CUS000189,5G,True,False,True,넷플릭스,MNO,True,4,10
CUS000190,5G,False,False,False,없음,MNO,True,2,1
CUS000191,LTE,False,False,False,없음,MNO,False,5,2
CUS000192,5G,False,True,False,없음,MNO,False,4,2
CUS000193,5G,False,False,False,없음,MNO,True,5,5
CUS000194,무관,True,False,False,넷플릭스,MNO,True,4,10
CUS000195,LTE,False,True,False,넷플릭스,MVNO,True,3,2
CUS000196,LTE,True,False,False,없음,MNO,False,4,10
CUS000197,LTE,False,False,True,넷플릭스,MNO,False,4,2
CUS000198,5G,False,False,True,넷플릭스,MVNO,False,3,2
CUS000199,무관,False,False,True,디즈니플러스,MNO,True,4,2
CUS000200,무관,False,True,False,넷플릭스,MNO,True,2,10
CUS000201,5G,False,False,False,디즈니플러스,MNO,True,5,1
CUS000202,5G,True,False,False,없음,MNO,True,2,1
CUS000203,LTE,False,False,True,넷플릭스,MNO,True,3,2
CUS000204,5G,False,False,False,없음,MNO,True,4,1
CUS000205,5G,False,True,False,없음,MNO,False,4,1
CUS000206,LTE,True,True,False,디즈니플러스,MNO,True,2,1
CUS000207,무관,False,True,True,디즈니플러스,MVNO,True,2,10
CUS000208,LTE,False,False,False,디즈니플러스,MVNO,False,5,5
CUS000209,5G,False,False,False,디즈니플러스,MNO,True,1,10
CUS000210,5G,False,False,False,없음,MNO,True,1,2
CUS000211,5G,False,False,False,디즈니플러스,MVNO,False,4,5
CUS000212,5G,False,True,True,넷플릭스,MNO,False,4,5
CUS000213,5G,False,False,True,디즈니플러스,MNO,True,2,10
CUS000214,무관,False,False,True,없음,MNO,True,4,2
CUS000215,5G,False,False,False,넷플릭스,MNO,True,3,1
CUS000216,무관,False,True,True,없음,MNO,True,2,10
CUS000217,5G,True,False,False,넷플릭스,MNO,False,4,2
CUS000218,무관,True,False,True,넷플릭스,MVNO,False,1,1
CUS000219,LTE,False,False,True,없음,MVNO,True,5,1
CUS000220,무관,False,True,False,넷플릭스,MVNO,True,2,10
CUS000221,LTE,False,False,False,넷플릭스,MNO,True,2,1
CUS000222,5G,False,True,False,넷플릭스,MNO,False,5,1
CUS000223,5G,False,False,False,없음,MVNO,True,1,2
CUS000224,LTE,False,False,False,디즈니플러스,MNO,True,2,5
CUS000225,무관,False,False,False,디즈니플러스,MNO,True,3,1
CUS000226,5G,False,True,False,넷플릭스,MNO,False,1,1
CUS000227,LTE,True,False,True,없음,MNO,True,2,1
CUS000228,LTE,False,False,False,없음,MVNO,True,5,10
CUS000229,LTE,False,False,True,없음,MNO,True,3,2
CUS000230,5G,True,False,False,없음,MVNO,True,2,1
CUS000231,무관,False,False,False,없음,MVNO,False,3,5
CUS000232,5G,False,False,False,없음,MNO,True,5,5
CUS000233,5G,False,False,False,없음,MNO,False,3,1
CUS000234,5G,False,True,False,없음,MNO,True,4,1
CUS000235,5G,False,False,False,넷플릭스,MNO,True,3,5
CUS000236,5G,False,False,True,디즈니플러스,MNO,True,4,5
CUS000237,5G,False,True,True,넷플릭스,MNO,True,4,1
CUS000238,무관,True,False,True,없음,MNO,True,2,10
CUS000239,LTE,False,True,False,넷플릭스,MVNO,False,3,10
CUS000240,무관,False,True,True,디즈니플러스,MNO,True,2,10
CUS000241,5G,False,False,True,없음,MVNO,True,3,2
CUS000242,LTE,False,False,False,넷플릭스,MNO,True,4,1
CUS000243,무관,True,False,False,디즈니플러스,MVNO,True,5,10
CUS000244,무관,False,False,True,없음,MNO,True,3,10
CUS000245,무관,False,False,True,넷플릭스,MVNO,True,2,10
CUS000246,5G,False,False,False,디즈니플러스,MVNO,True,4,5
CUS000247,무관,False,False,False,없음,MNO,True,3,5
CUS000248,5G,False,False,True,디즈니플러스,MNO,False,4,5
CUS000249,5G,False,True,False,디즈니플러스,MNO,True,4,1
CUS000250,5G,False,False,False,넷플릭스,MNO,False,4,1
CUS000251,LTE,False,False,False,없음,MNO,True,3,2
CUS000252,5G,True,False,False,디즈니플러스,MVNO,True,4,5
CUS000253,무관,False,False,True,디즈니플러스,MNO,False,4,1
CUS000254,5G,True,True,False,넷플릭스,MNO,True,4,5
CUS000255,5G,True,False,True,넷플릭스,MNO,True,3,10
CUS000256,5G,False,False,False,없음,MVNO,False,3,1
CUS000257,LTE,False,False,False,없음,MNO,True,3,10
CUS000258,무관,True,True,False,디즈니플러스,MNO,False,4,1
CUS000259,무관,False,False,False,넷플릭스,MVNO,True,3,10
CUS000260,LTE,False,False,True,넷플릭스,MVNO,True,4,10
CUS000261,LTE,False,False,False,디즈니플러스,MNO,True,2,10
CUS000262,5G,True,False,False,넷플릭스,MNO,True,1,2
CUS000263,5G,False,False,False,없음,MNO,True,4,2
CUS000264,5G,False,False,False,없음,MNO,True,3,10
CUS000265,LTE,False,False,False,디즈니플러스,MNO,False,3,2
CUS000266,5G,False,False,False,없음,MNO,False,3,2
CUS000267,5G,True,False,False,없음,MVNO,True,3,2
CUS000268,LTE,True,False,True,넷플릭스,MNO,True,2,2
CUS000269,무관,False,False,False,디즈니플러스,MVNO,False,2,5
CUS000270,LTE,False,True,False,없음,MNO,False,3,2
CUS000271,5G,False,False,False,없음,MNO,True,4,1
CUS000272,무관,False,False,True,없음,MNO,True,4,10
CUS000273,LTE,False,False,False,넷플릭스,MNO,True,2,5
CUS000274,5G,False,True,False,디즈니플러스,MNO,True,4,5
CUS000275,5G,False,False,False,넷플릭스,MNO,True,5,2
CUS000276,LTE,False,False,True,넷플릭스,MVNO,True,2,1
CUS000277,5G,False,False,False,디즈니플러스,MNO,False,5,5
CUS000278,무관,False,False,False,넷플릭스,MNO,False,2,10
CUS000279,5G,True,False,False,없음,MVNO,False,4,5
CUS000280,5G,False,False,False,없음,MNO,True,2,1
CUS000281,LTE,False,False,False,디즈니플러스,MNO,True,3,1
CUS000282,LTE,False,False,False,넷플릭스,MNO,True,4,2
CUS000283,무관,False,True,True,디즈니플러스,MNO,False,2,5
CUS000284,5G,False,False,False,넷플릭스,MNO,True,5,10
CUS000285,무관,False,False,True,없음,MNO,True,4,10
CUS000286,LTE,False,True,False,넷플릭스,MVNO,True,4,2
CUS000287,5G,True,False,False,넷플릭스,MNO,True,3,2
CUS000288,무관,True,True,False,없음,MNO,True,4,5
CUS000289,무관,False,False,False,없음,MNO,True,3,10
CUS000290,LTE,False,False,False,디즈니플러스,MVNO,True,5,10
CUS000291,5G,False,False,False,디즈니플러스,MVNO,True,4,2
CUS000292,LTE,False,False,False,없음,MVNO,True,4,10
CUS000293,5G,True,False,False,없음,MNO,False,4,1
CUS000294,무관,False,False,True,없음,MVNO,True,3,10
CUS000295,무관,True,False,False,넷플릭스,MVNO,False,3,2
CUS000296,5G,False,False,False,디즈니플러스,MVNO,True,2,1
CUS000297,5G,False,False,True,없음,MVNO,True,5,5
CUS000298,무관,False,False,False,넷플릭스,MVNO,True,5,5
CUS000299,LTE,False,False,False,없음,MNO,True,2,1
CUS000300,LTE,False,True,True,넷플릭스,MNO,True,2,1
CUS000301,LTE,False,False,True,넷플릭스,MVNO,True,3,2
CUS000302,LTE,False,False,True,디즈니플러스,MNO,True,5,10
CUS000303,LTE,False,False,True,넷플릭스,MVNO,False,2,10
CUS000304,5G,False,False,False,없음,MNO,True,3,5
CUS000305,LTE,False,False,False,디즈니플러스,MNO,False,3,2
CUS000306,무관,False,False,False,없음,MNO,True,3,5
CUS000307,LTE,False,False,False,없음,MVNO,True,4,5
CUS000308,LTE,False,False,False,넷플릭스,MNO,False,3,5
CUS000309,LTE,True,False,False,없음,MNO,True,4,5
CUS000310,5G,False,False,False,넷플릭스,MNO,False,1,2
CUS000311,5G,False,False,False,없음,MNO,True,4,5
CUS000312,LTE,False,False,False,없음,MNO,True,5,10
CUS000313,5G,True,False,False,디즈니플러스,MNO,True,3,10
CUS000314,5G,False,False,False,없음,MNO,False,5,10
CUS000315,LTE,False,False,False,넷플릭스,MVNO,False,5,1
CUS000316,무관,False,False,False,없음,MVNO,True,2,1
CUS000317,LTE,False,False,False,없음,MNO,True,4,5
CUS000318,무관,True,False,False,없음,MNO,False,4,5
CUS000319,LTE,False,False,False,없음,MVNO,False,4,5
CUS000320,5G,True,False,False,없음,MVNO,True,4,5
CUS000321,5G,True,False,True,없음,MNO,True,1,5
CUS000322,5G,False,False,True,없음,MNO,True,4,10
CUS000323,5G,False,False,True,디즈니플러스,MVNO,True,2,1
CUS000324,무관,False,False,False,디즈니플러스,MNO,True,3,5
CUS000325,5G,False,False,False,넷플릭스,MVNO,False,5,1
CUS000326,5G,False,True,False,넷플릭스,MNO,True,5,5
CUS000327,LTE,False,False,False,없음,MVNO,True,2,1
CUS000328,LTE,False,False,False,없음,MVNO,False,5,2
CUS000329,LTE,False,True,True,넷플릭스,MNO,True,3,5
CUS000330,5G,False,False,True,없음,MNO,True,1,10
CUS000331,5G,False,True,False,없음,MNO,True,3,5
CUS000332,무관,False,False,False,넷플릭스,MVNO,False,3,1
CUS000333,5G,False,False,False,디즈니플러스,MNO,True,3,10
CUS000334,무관,False,False,False,없음,MNO,False,3,5
CUS000335,5G,False,False,False,넷플릭스,MNO,True,3,1
CUS000336,무관,False,False,False,디즈니플러스,MNO,True,4,5
CUS000337,LTE,False,True,False,넷플릭스,MVNO,True,3,2
CUS000338,5G,False,False,False,디즈니플러스,MNO,False,5,2
CUS000339,무관,True,False,False,없음,MVNO,False,3,1
CUS000340,5G,False,False,False,넷플릭스,MNO,True,2,10
CUS000341,무관,False,False,False,디즈니플러스,MNO,True,4,5
CUS000342,5G,True,False,True,넷플릭스,MNO,False,3,10
CUS000343,LTE,False,False,False,없음,MNO,False,2,1
CUS000344,LTE,False,False,False,넷플릭스,MNO,False,2,5
CUS000345,LTE,False,True,False,디즈니플러스,MVNO,False,3,10
CUS000346,5G,False,True,False,없음,MVNO,False,3,10
CUS000347,무관,False,False,True,디즈니플러스,MNO,True,1,2
CUS000348,무관,False,True,False,없음,MNO,True,4,10
CUS000349,무관,False,False,False,디즈니플러스,MNO,False,5,2
CUS000350,5G,True,True,False,넷플릭스,MNO,True,5,1
CUS000351,LTE,False,False,False,없음,MVNO,True,4,1
CUS000352,LTE,True,False,False,넷플릭스,MVNO,True,3,2
CUS000353,무관,False,False,False,없음,MNO,False,3,1
CUS000354,LTE,False,False,True,디즈니플러스,MNO,True,5,2
CUS000355,LTE,False,False,False,디즈니플러스,MVNO,True,1,10
CUS000356,5G,False,False,True,없음,MVNO,True,4,10
CUS000357,무관,False,False,False,없음,MNO,True,5,10
CUS000358,LTE,False,False,True,없음,MVNO,True,3,10
CUS000359,무관,False,False,True,디즈니플러스,MNO,True,5,10
CUS000360,무관,False,False,False,넷플릭스,MVNO,False,4,10
CUS000361,LTE,False,False,True,넷플릭스,MNO,True,3,5
CUS000362,5G,False,False,False,넷플릭스,MNO,True,4,2
CUS000363,LTE,False,False,False,넷플릭스,MNO,True,2,5
CUS000364,무관,False,True,False,없음,MNO,False,3,5
CUS000365,무관,False,False,False,넷플릭스,MNO,True,5,2
CUS000366,5G,False,False,False,넷플릭스,MNO,True,3,10
CUS000367,5G,True,False,False,없음,MNO,True,4,5
CUS000368,LTE,False,False,True,없음,MNO,True,3,1
CUS000369,무관,False,False,True,넷플릭스,MNO,True,5,1
CUS000370,5G,False,False,True,없음,MNO,True,2,1
CUS000371,LTE,False,False,True,넷플릭스,MNO,True,5,1
CUS000372,무관,True,True,False,없음,MVNO,False,4,10
CUS000373,LTE,False,False,False,없음,MVNO,True,3,2
CUS000374,5G,False,False,False,넷플릭스,MNO,True,5,10
CUS000375,무관,False,False,False,넷플릭스,MVNO,False,5,5
CUS000376,5G,False,False,False,없음,MNO,False,3,10
CUS000377,5G,False,False,False,없음,MNO,True,4,5
CUS000378,무관,False,False,False,넷플릭스,MVNO,False,4,2
CUS000379,무관,False,False,False,없음,MVNO,True,4,5
CUS000380,무관,False,False,True,없음,MVNO,True,4,5
CUS000381,무관,False,False,True,넷플릭스,MNO,False,1,5
CUS000382,5G,False,False,False,없음,MNO,False,3,1
CUS000383,LTE,False,False,True,디즈니플러스,MNO,True,3,5
CUS000384,5G,False,False,True,없음,MNO,False,2,2
CUS000385,LTE,False,False,True,디즈니플러스,MNO,True,3,10
CUS000386,LTE,False,True,False,없음,MNO,False,2,2
CUS000387,5G,False,False,False,없음,MNO,False,2,1
CUS000388,무관,False,False,False,디즈니플러스,MNO,True,2,10
CUS000389,5G,True,False,False,없음,MVNO,True,3,1
CUS000390,LTE,True,False,False,디즈니플러스,MNO,False,4,1
CUS000391,5G,True,False,True,디즈니플러스,MNO,True,1,1
CUS000392,무관,True,False,False,넷플릭스,MNO,True,4,1
CUS000393,LTE,False,False,True,없음,MNO,True,4,1
CUS000394,무관,False,False,False,없음,MNO,False,4,1
CUS000395,5G,False,False,False,넷플릭스,MNO,True,4,5
CUS000396,5G,False,False,True,넷플릭스,MNO,True,3,5
CUS000397,LTE,False,False,False,없음,MNO,False,4,2
CUS000398,무관,True,False,False,없음,MVNO,True,3,1
CUS000399,5G,False,False,False,디즈니플러스,MVNO,True,2,2
CUS000400,5G,True,True,False,없음,MVNO,True,5,10
CUS000401,LTE,False,False,False,넷플릭스,MNO,True,3,10
CUS000402,무관,False,False,False,넷플릭스,MNO,False,4,2
CUS000403,5G,True,False,False,넷플릭스,MNO,True,3,5
CUS000404,5G,False,False,False,없음,MNO,True,4,10
CUS000405,LTE,True,True,True,디즈니플러스,MNO,True,4,2
CUS000406,5G,False,False,False,없음,MNO,False,2,1
CUS000407,LTE,False,False,True,없음,MVNO,True,4,5
CUS000408,5G,True,True,False,디즈니플러스,MNO,False,5,10
CUS000409,5G,False,False,True,디즈니플러스,MNO,True,2,1
CUS000410,LTE,False,False,False,없음,MNO,False,3,2
CUS000411,5G,True,True,False,넷플릭스,MNO,True,3,2
CUS000412,무관,False,False,False,디즈니플러스,MNO,True,5,10
CUS000413,무관,True,False,False,없음,MNO,True,4,5
CUS000414,LTE,False,False,False,디즈니플러스,MNO,True,2,5
CUS000415,5G,False,False,False,없음,MNO,False,4,10
CUS000416,5G,False,True,False,없음,MNO,False,4,10
CUS000417,5G,False,False,False,없음,MVNO,False,1,1
CUS000418,무관,False,False,False,없음,MNO,True,3,5
CUS000419,LTE,True,False,False,디즈니플러스,MNO,True,5,1
CUS000420,무관,False,False,True,없음,MNO,False,3,10
CUS000421,5G,False,False,True,넷플릭스,MNO,True,4,5
CUS000422,무관,False,False,False,넷플릭스,MNO,False,2,1
CUS000423,무관,False,False,False,없음,MNO,True,4,1
CUS000424,LTE,True,True,False,넷플릭스,MNO,True,3,1
CUS000425,무관,True,False,True,없음,MNO,True,4,10
CUS000426,5G,False,True,True,넷플릭스,MVNO,False,5,5
CUS000427,5G,False,True,False,넷플릭스,MNO,False,2,1
CUS000428,5G,True,False,False,디즈니플러스,MNO,True,1,10
CUS000429,5G,False,True,False,넷플릭스,MVNO,False,1,5
CUS000430,5G,False,True,False,넷플릭스,MVNO,True,2,1
CUS000431,5G,True,False,False,디즈니플러스,MNO,True,2,2
CUS000432,무관,False,True,False,넷플릭스,MVNO,True,2,2
CUS000433,LTE,False,True,False,넷플릭스,MVNO,True,5,1
CUS000434,LTE,False,False,False,없음,MVNO,False,4,10
CUS000435,LTE,False,True,False,넷플릭스,MNO,False,5,5
CUS000436,5G,True,False,False,없음,MNO,True,2,1
CUS000437,LTE,True,False,True,없음,MVNO,True,5,5
CUS000438,5G,True,False,True,넷플릭스,MNO,True,3,10
CUS000439,5G,True,True,False,넷플릭스,MVNO,False,4,2
CUS000440,무관,True,True,False,디즈니플러스,MNO,False,3,2
CUS000441,무관,True,False,False,디즈니플러스,MNO,True,1,1
CUS000442,5G,False,False,False,없음,MVNO,True,2,5
CUS000443,무관,False,False,False,없음,MVNO,True,5,5
CUS000444,LTE,False,False,False,넷플릭스,MVNO,False,3,10
